"Gaia.DR3.ID";"RA (2016)";"DEC (2016)";"u_RA (2016)";"u_DEC (2016)";"Q (u_HIGH)";"U (u_HIGH)";"u_Q (u_HIGH)";"u_U (u_HIGH)";"P (u_HIGH)";"X (u_HIGH)";"u_P (u_HIGH)";"u_X (u_HIGH)";"Q (b_HIGH)";"U (b_HIGH)";"u_Q (b_HIGH)";"u_U (b_HIGH)";"P (b_HIGH)";"X (b_HIGH)";"u_P (b_HIGH)";"u_X (b_HIGH)";"Q (v_HIGH)";"U (v_HIGH)";"u_Q (v_HIGH)";"u_U (v_HIGH)";"P (v_HIGH)";"X (v_HIGH)";"u_P (v_HIGH)";"u_X (v_HIGH)";"Q (R_SPECIAL)";"U (R_SPECIAL)";"u_Q (R_SPECIAL)";"u_U (R_SPECIAL)";"P (R_SPECIAL)";"X (R_SPECIAL)";"u_P (R_SPECIAL)";"u_X (R_SPECIAL)";"Q (I_BESS)";"U (I_BESS)";"u_Q (I_BESS)";"u_U (I_BESS)";"P (I_BESS)";"X (I_BESS)";"u_P (I_BESS)";"u_X (I_BESS)"
"1";2685929649062490624;320.130428166404;-1.70775039940391;5.22414677672916e-08;4.17116781075796e-08;NA;NA;NA;NA;NA;NA;NA;NA;0.0100238535777962;-0.0201135668018631;0.0136775570222781;0.0141309456310406;0.018548790535919;-31.7550207147539;0.0140419093852155;17.5522774926234;-0.0153548918205565;-0.00387557739382279;0.0140037645976289;0.0119561057393991;0.0120519613341008;-82.9171996374625;0.0138896302112757;21.8679390756967;-0.0110960591282281;0.00277440674429599;0.00832631988065;0.00818730629681645;0.00892014460195332;82.980925830578;0.00831820476203136;20.5274004168141;-0.00532301367544365;-0.0111117284419597;0.00559175310923446;0.00615239743972073;0.0110144989493209;-57.7982500201009;0.00605169670713127;13.2546728370554
"2";2685929713486096384;320.127736450694;-1.70843723895477;8.23955403433906e-08;7.17284695969688e-08;NA;NA;NA;NA;NA;NA;NA;NA;-0.00996726382358636;0.00620181581512764;0.00879319118814159;0.00858681501304279;0.00905961283590069;74.0546812411718;0.00873608197955492;21.0967010507305;-0.0119003754592249;-0.00841310390957096;0.0160841527284806;0.013931845486491;0.00993874861683798;-72.3705854331568;0.0154003678489047;28.8646075726143;1.9329214339484e-05;-0.00872001590269571;0.0126651827509909;0.0128021001927656;0.00524778806793753;-44.9364977884538;0.012802099523618;41.6088561345864;0.00784344109430378;-0.00613266295696383;0.0133557130204191;0.0129352470940749;0.00617545808166753;-19.010645725437;0.0131977655187336;37.6827547865439
"3";2685936791592244224;320.127509378072;-1.64455908259524;6.7781081630124e-08;6.11933858858214e-08;NA;NA;NA;NA;NA;NA;NA;NA;-0.0419205825188951;0.0123690704860331;0.00862329831686716;0.00980083523696863;0.0426283296246928;81.7803995801587;0.00872346174086551;6.36557748085714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";2685930572479566848;320.116886798724;-1.68309925287085;9.48947833644019e-08;8.13008927636676e-08;NA;NA;NA;NA;NA;NA;NA;NA;-0.00907050390576573;-0.00423382934018735;0.0114702178876039;0.0120155832725379;0.0064188509934229;-77.4891478002306;0.0115696700818328;34.1138744596332;NA;NA;NA;NA;NA;NA;NA;NA;-0.000269601921008798;-0.00433363736541161;0.0141026249986884;0.0145488779774536;0.0022707076674179;-46.7799332295819;0.014547183805195;93.0582852158063;-4.57894635059199e-05;0.00607279278288288;0.0140793363022279;0.0131741560823623;0.00330222525057289;45.2160038537206;0.0131742093094906;66.4159632489333
"5";2685930641199047168;320.110189839811;-1.68221684152685;5.097353623973e-08;4.4495633078946e-08;NA;NA;NA;NA;NA;NA;NA;NA;0.00282980242260802;-0.0016285627121593;0.00549224148533262;0.00553809846185074;0.00188690991266581;-14.9603002502516;0.00550368644508259;48.4933187161751;-0.0110779282756736;-0.00097848304692672;0.00900341789234232;0.00797847773274949;0.00866567626125261;-87.476160221989;0.00899593202232326;20.5743313670714;-0.000916445828258328;-0.00212214698652575;0.00756465900553007;0.00765214281102201;0.00120792348730018;-56.6785125972043;0.00763845846776105;93.9218176678513;0.00472135176494078;0.00712963409330347;0.00788688662070651;0.00782499376358656;0.00604239072030711;28.2434351858278;0.00784391326252305;26.3593281967488
"6";2685930645494907392;320.109276050746;-1.67962064756519;1.9684959616926e-08;1.48023954696125e-08;NA;NA;NA;NA;NA;NA;NA;NA;-0.00224070479040841;0.00022867068490546;0.00296648793467279;0.00274797453820461;0.00143183846679609;87.0864830533474;0.00296431777470148;34.981678417201;-0.00469908444234121;-0.00424096354563935;0.00385826429764707;0.00333777833748267;0.00536154691362425;-68.9667401512872;0.00363385624350513;16.2060495998996;-0.00424179121953315;-0.00212573450683622;0.00333802601696821;0.00351485182285268;0.00366727914858051;-76.6913418805825;0.00337426372996759;21.012564318789;-0.00374427018685908;-0.00069902899090773;0.00300667374332808;0.00423998346090739;0.00250977374707803;-84.7125096196758;0.00305632148104261;31.621562871509
"7";2686124533203022336;320.108287312477;-1.63163202074749;3.1795727296008e-08;2.65431652466456e-08;NA;NA;NA;NA;NA;NA;NA;NA;0.00104517168100849;0.00360924761244002;0.00654319630138205;0.00666626216536957;0.00215640409811015;36.9249782877897;0.00665682182663195;49.959352443476;0.00481567739098278;0.000762755269417155;0.00721284917496711;0.00610624804679143;0.00306820353133012;4.50015611483326;0.00718780085694036;36.0512111587978;0.000795763942074425;0.00187981388905323;0.00482776788555735;0.00480540176433113;0.00110680311695912;33.5280293113487;0.0048088073948555;67.7056797305355;NA;NA;NA;NA;NA;NA;NA;NA
"8";2685930469400347648;320.107649424088;-1.69516697917898;5.8564692735672e-08;4.78560601671537e-08;NA;NA;NA;NA;NA;NA;NA;NA;0.00207766366828747;-0.00436251138595569;0.00590958816419564;0.00631662866122545;0.0030565849396154;-32.266843150291;0.00624337366842894;35.4952381993322;-0.00510227708878329;-0.0120902181350223;0.0101120804715214;0.00873641168068186;0.0100263166181324;-56.4402847922204;0.0089579424499944;21.6481261089016;-0.0114402971601503;0.000732797175917256;0.00825077182841909;0.00860240433581303;0.00878322482181405;88.1674905903838;0.00825223913992538;21.4938889498236;0.00734359468525442;0.00194681040074033;0.0084598565846622;0.008182631130224;0.0050473506292428;7.42387574466918;0.00844193190864175;30.9249207595582
"9";2686124498843283968;320.103304787745;-1.63121413935564;4.35957478152381e-08;3.44928416113059e-08;NA;NA;NA;NA;NA;NA;NA;NA;-0.000722819318180181;0.00411599537474031;0.00589382125028762;0.00599473405414379;0.00253635675937226;49.9801402007124;0.00599173970430609;40.424383542048;-0.0127160632271142;0.00556495953887046;0.00882460881599569;0.00766470551615665;0.0117521940981677;78.1821309435329;0.00864866799108556;16.2278265652972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";2685936825951982592;320.102707349541;-1.64488855152392;4.4260285794735e-08;3.59142571687698e-08;NA;NA;NA;NA;NA;NA;NA;NA;0.00357844005369839;-0.00247760823994512;0.0085841185640028;0.00891551193266887;0.00242147413549671;-17.3488034020237;0.0086928870158248;57.9842787080306;0.00280383826030656;0.0087302456368343;0.00973332544524206;0.00856773536397851;0.00615488116847194;36.0974327253537;0.00868335338618924;30.087799268078;-0.000703624261127968;-0.00295677010763683;0.00659295607031256;0.00679684373369526;0.00166982114331175;-51.6928688451345;0.0067860717523169;62.2477283450878;-0.00219870391321372;0.00241204242081469;0.0055193272351955;0.00601500542662062;0.00186870788752195;66.1754113781095;0.00579530895889777;50.4670651358368
